Date|Contact|Amount|Reference
/Date(1568851200000+0000)/|Unit B|1000.0|dues
/Date(1568851200000+0000)/|Unit B|14700.0|rent
/Date(1570406400000+0000)/|Unit E|14700.0|rent
/Date(1570406400000+0000)/|Unit F|1804.0|elect
/Date(1570406400000+0000)/|Unit E|6974.0|elect
/Date(1570406400000+0000)/|Unit D|2629.0|elect
/Date(1570492800000+0000)/|Unit A|16000.0|rent
/Date(1570492800000+0000)/|Unit D|14700.0|rent
/Date(1570492800000+0000)/|Unit G|500.0|dues
/Date(1570492800000+0000)/|Unit G|3000.0|rent
/Date(1570492800000+0000)/|Unit F|1000.0|dues
/Date(1570492800000+0000)/|Unit E|1000.0|dues
/Date(1570492800000+0000)/|Unit D|1000.0|dues
/Date(1570492800000+0000)/|Unit A|1000.0|dues
/Date(1570492800000+0000)/|Unit F|14700.0|rent
/Date(1570492800000+0000)/|Unit A|2629.0|elect
/Date(1571443200000+0000)/|Unit B|5082.0|ELECT
/Date(1571443200000+0000)/|Unit B|14700.0|RENT
/Date(1571443200000+0000)/|Unit B|1000.0|DUES
/Date(1571443200000+0000)/|Unit A|999.0|water
/Date(1571443200000+0000)/|Unit E|1141.0|water
/Date(1571443200000+0000)/|Unit B|1784.0|water
/Date(1571443200000+0000)/|Unit F|1284.0|water
/Date(1571443200000+0000)/|Unit D|1284.0|water
/Date(1571788800000+0000)/|Unit C|1000.0|dues
/Date(1571788800000+0000)/|Unit C|17000.0|
/Date(1571788800000+0000)/|Unit C|1067.0|
/Date(1571788800000+0000)/|Unit C|1141.0|
/Date(1573084800000+0000)/|Unit F|1116.0|
/Date(1573084800000+0000)/|Unit D|1255.0|
/Date(1573084800000+0000)/|Unit D|2420.0|
/Date(1573084800000+0000)/|Unit F|1848.0|
/Date(1573084800000+0000)/|Unit F|14700.0|rent
/Date(1573084800000+0000)/|Unit F|1000.0|dues
/Date(1573084800000+0000)/|Unit D|1000.0|dues
/Date(1573084800000+0000)/|Unit D|14700.0|rent
/Date(1573430400000+0000)/|Unit A|1000.0|dues
/Date(1573430400000+0000)/|Unit E|14700.0|rent
/Date(1573430400000+0000)/|b5d4b53c-998c-4046-9fae-ad3d627622ab|16000.0|rent
/Date(1573516800000+0000)/|Unit G|3000.0|rent
/Date(1573516800000+0000)/|Unit E|7568.0|elect.
/Date(1573516800000+0000)/|Unit E|1185.0|water
/Date(1573516800000+0000)/|Unit E|1000.0|dues
/Date(1573516800000+0000)/|Unit G|500.0|dues
/Date(1573516800000+0000)/|Unit A|2739.0|elect
/Date(1573516800000+0000)/|Unit A|976.0|water
/Date(1574380800000+0000)/|Unit C|1000.0|dues
/Date(1574380800000+0000)/|Unit C|1046.0|water
/Date(1574380800000+0000)/|Unit C|1046.0|elect
/Date(1574380800000+0000)/|Unit C|17000.0|rent
/Date(1574380800000+0000)/|Unit B|1000.0|dues
/Date(1574380800000+0000)/|Unit B|14700.0|rent
/Date(1574380800000+0000)/|Unit B|4686.0|elect
/Date(1574380800000+0000)/|Unit B|1255.0|water
/Date(1575244800000+0000)/|Unit D|1113.0|water
/Date(1575244800000+0000)/|Unit D|2530.0|elect
/Date(1575244800000+0000)/|Unit D|14700.0|rent
/Date(1575244800000+0000)/|Unit D|1000.0|dues
/Date(1575417600000+0000)/|Unit G|500.0|dues
/Date(1575417600000+0000)/|Unit G|3000.0|rent
/Date(1575676800000+0000)/|Unit A|16000.0|rent
/Date(1575676800000+0000)/|Unit F|1000.0|dues
/Date(1575676800000+0000)/|Unit F|14700.0|rent
/Date(1575676800000+0000)/|Unit E|14700.0|rent
/Date(1575676800000+0000)/|Unit A|2464.0|elect.
/Date(1575676800000+0000)/|Unit E|1000.0|dues
/Date(1575676800000+0000)/|Unit A|1000.0|dues
/Date(1575676800000+0000)/|Unit F|1322.0|water
/Date(1575676800000+0000)/|Unit A|765.0|water
/Date(1575676800000+0000)/|Unit F|1936.0|elect.
/Date(1575676800000+0000)/|Unit E|8536.0|elect
/Date(1575676800000+0000)/|Unit E|1182.0|water
/Date(1576540800000+0000)/|Unit B|1000.0|dues
/Date(1576540800000+0000)/|Unit B|14700.0|rent
/Date(1576540800000+0000)/|Unit B|1043.0|water
/Date(1576540800000+0000)/|Unit B|4906.0|elect.
/Date(1577318400000+0000)/|Unit C|1000.0|dues
/Date(1577318400000+0000)/|Unit C|17000.0|rent
/Date(1577318400000+0000)/|Unit C|1386.0|elect.
/Date(1577318400000+0000)/|Unit C|1113.0|water
/Date(1578096000000+0000)/|Unit D|15729.0|rent
/Date(1578096000000+0000)/|Unit D|1000.0|dues
/Date(1578096000000+0000)/|Unit D|2596.0|elect
/Date(1578096000000+0000)/|Unit D|1184.56|water
/Date(1578700800000+0000)/|Unit F|1000.0|dues
/Date(1578700800000+0000)/|Unit F|1254.24|water
/Date(1578700800000+0000)/|Unit F|1683.0|elect.
/Date(1578700800000+0000)/|Unit E|1114.88|water
/Date(1578700800000+0000)/|Unit E|7788.0|elect
/Date(1578700800000+0000)/|Unit A|1045.2|water
/Date(1578700800000+0000)/|Unit A|2739.0|elect
/Date(1578700800000+0000)/|Unit A|17120.0|rent
/Date(1578700800000+0000)/|Unit G|500.0|dues
/Date(1578700800000+0000)/|Unit G|3210.0|rent
/Date(1578700800000+0000)/|Unit E|1000.0|dues
/Date(1578700800000+0000)/|Unit F|15729.0|rent
/Date(1578700800000+0000)/|Unit E|15729.0|rent
/Date(1578700800000+0000)/|Unit A|1000.0|dues
/Date(1579219200000+0000)/|Unit B|1000.0|dues
/Date(1579219200000+0000)/|Unit B|15729.0|rent
/Date(1579219200000+0000)/|Unit B|4741.0|elect.
/Date(1579219200000+0000)/|Unit B|1114.88|water
/Date(1579651200000+0000)/|Unit C|1000.0|dues
/Date(1579651200000+0000)/|Unit C|17000.0|rent
/Date(1579651200000+0000)/|Unit C|1243.0|elect
/Date(1579651200000+0000)/|Unit C|1254.24|water
/Date(1580083200000+0000)/|Donna|5000.0|DONNA
/Date(1580947200000+0000)/|Unit D|15729.0|rent
/Date(1580947200000+0000)/|Unit D|829.0|water
/Date(1580947200000+0000)/|Unit D|1000.0|DUES
/Date(1581379200000+0000)/|Unit E|15729.0|rent
/Date(1581379200000+0000)/|Unit E|7872.0|elect.
/Date(1581379200000+0000)/|Unit A|17120.0|rent
/Date(1581379200000+0000)/|Unit A|760.0|water
/Date(1581379200000+0000)/|Unit A|1690.0|elect
/Date(1581379200000+0000)/|Unit F|1000.0|dues
/Date(1581379200000+0000)/|Unit G|500.0|dues
/Date(1581379200000+0000)/|Unit A|1000.0|dues
/Date(1581379200000+0000)/|Unit F|15729.0|rent
/Date(1581379200000+0000)/|Unit E|1829.0|water
/Date(1581379200000+0000)/|Unit F|1317.0|elect
/Date(1581379200000+0000)/|Unit F|829.0|water
/Date(1581379200000+0000)/|Unit G|3210.0|rent
/Date(1582416000000+0000)/|Unit D|2646.0|elect
/Date(1582416000000+0000)/|Unit C|17000.0|rent
/Date(1582416000000+0000)/|Unit C|1000.0|dues
/Date(1582416000000+0000)/|Unit C|1244.0|water
/Date(1582416000000+0000)/|Unit C|1383.0|elect
/Date(1582416000000+0000)/|Unit E|1000.0|dues
/Date(1582416000000+0000)/|Unit B|829.0|water
/Date(1582416000000+0000)/|Unit B|1000.0|dues
/Date(1582416000000+0000)/|Unit B|15729.0|rent
/Date(1582416000000+0000)/|Unit B|3535.0|elect.
/Date(1583539200000+0000)/|Unit F|15729.0|rent
/Date(1583539200000+0000)/|Unit F|559.44|water
/Date(1583539200000+0000)/|Unit F|1620.84|elect
/Date(1583539200000+0000)/|Unit F|1000.0|dues
/Date(1583539200000+0000)/|Unit E|7002.86|elect.
/Date(1583539200000+0000)/|Unit E|1328.0|water
/Date(1583539200000+0000)/|Unit E|15729.0|rent
/Date(1583539200000+0000)/|Unit E|1000.0|dues
/Date(1583539200000+0000)/|Unit D|1000.0|dues
/Date(1583539200000+0000)/|Unit D|15729.0|rent
/Date(1583539200000+0000)/|Unit D|2410.48|elect
/Date(1583539200000+0000)/|Unit D|979.0|water
/Date(1583884800000+0000)/|Unit B|690.0|water
/Date(1583884800000+0000)/|Unit B|1984.49|elect
/Date(1583884800000+0000)/|Unit A|17120.0|rent
/Date(1583884800000+0000)/|Unit A|1000.0|dues
/Date(1583884800000+0000)/|Unit A|1258.74|water
/Date(1583884800000+0000)/|Unit A|2358.53|elect
/Date(1584748800000+0000)/|Unit C|1236.41|elect.
/Date(1584748800000+0000)/|Unit C|1000.0|dues
/Date(1584748800000+0000)/|Unit C|17000.0|rent
/Date(1584748800000+0000)/|Unit C|1398.0|water
/Date(1586131200000+0000)/|Unit E|15729.0|rent
/Date(1586131200000+0000)/|Unit E|1000.0|dues
/Date(1586131200000+0000)/|Unit D|1000.0|dues
/Date(1586131200000+0000)/|Unit D|15729.0|rent
/Date(1586304000000+0000)/|Unit A|1000.0|dues
/Date(1586304000000+0000)/|Unit A|17120.0|rent
/Date(1586304000000+0000)/|Unit D|895.0|water
/Date(1587081600000+0000)/|Unit A|1204.02|water
/Date(1587340800000+0000)/|Unit F|1000.0|dues
/Date(1587340800000+0000)/|Unit F|15729.0|rent
/Date(1588636800000+0000)/|Unit C|1000.0|dues
/Date(1588636800000+0000)/|Unit C|17000.0|rent
/Date(1588809600000+0000)/|Unit B|1753.0|elect.
/Date(1588809600000+0000)/|Unit B|482.23|water
/Date(1588896000000+0000)/|Unit D|1000.0|dues
/Date(1588896000000+0000)/|Unit D|15729.0|rent
/Date(1589500800000+0000)/|Unit E|8640.0|elect
/Date(1589500800000+0000)/|Unit E|8070.0|elect
/Date(1589500800000+0000)/|Unit A|2324.0|elect
/Date(1589500800000+0000)/|Unit A|2324.0|elect
/Date(1589500800000+0000)/|Unit E|7575.0|elect
/Date(1589500800000+0000)/|Unit E|1722.25|water
/Date(1589500800000+0000)/|Unit A|1000.0|dues
/Date(1589500800000+0000)/|Unit A|2442.0|elect
/Date(1589500800000+0000)/|Unit A|17120.0|rent
/Date(1591056000000+0000)/|Unit A|17120.0|rent
/Date(1591056000000+0000)/|Unit A|1000.0|dues
/Date(1591142400000+0000)/|Unit F|2534.0|elect
/Date(1591142400000+0000)/|Unit F|1171.13|water
/Date(1591142400000+0000)/|Unit F|2367.0|elect
/Date(1591142400000+0000)/|Unit F|1635.0|elect
/Date(1591142400000+0000)/|Unit F|2138.0|elect
/Date(1591228800000+0000)/|Unit D|4239.0|elect
/Date(1591228800000+0000)/|Unit D|4239.0|elect
/Date(1591228800000+0000)/|Unit D|2464.0|elect
/Date(1591228800000+0000)/|Unit D|6158.0|elect
/Date(1591228800000+0000)/|Unit D|1000.0|dues
/Date(1591228800000+0000)/|Unit D|15729.0|rent
/Date(1591315200000+0000)/|Unit E|9135.0|elect
/Date(1591315200000+0000)/|Unit A|3058.0|elect
/Date(1592092800000+0000)/|Unit F|15000.0|rent
/Date(1592784000000+0000)/|Unit B|60000.0|deposit
/Date(1593734400000+0000)/|Unit F|15000.0|rental/May delayed
/Date(1593734400000+0000)/|jasmin/joel|16000.0|payment/jasmin/joel
/Date(1593993600000+0000)/|Unit E|8207.0|elect
/Date(1593993600000+0000)/|Unit E|15729.0|rent
/Date(1593993600000+0000)/|Unit E|1033.0|water
/Date(1593993600000+0000)/|Unit E|1000.0|dues
/Date(1593993600000+0000)/|Unit E|1171.0|water
/Date(1593993600000+0000)/|Unit E|1240.0|water
/Date(1593993600000+0000)/|Unit D|1000.0|dues
/Date(1593993600000+0000)/|Unit D|5576.0|elect
/Date(1593993600000+0000)/|Unit D|1171.0|water
/Date(1593993600000+0000)/|Unit D|1171.0|water
/Date(1593993600000+0000)/|Unit D|1102.0|water
/Date(1593993600000+0000)/|Unit D|15729.0|rent
/Date(1594080000000+0000)/|Unit F|1928.0|water
/Date(1594080000000+0000)/|Unit F|1928.0|water
/Date(1594166400000+0000)/|Unit A|961.0|water
/Date(1594166400000+0000)/|Unit A|1000.0|dues
/Date(1594166400000+0000)/|Unit A|17120.0|rent
/Date(1594166400000+0000)/|Unit A|3046.0|elect.
/Date(1594166400000+0000)/|Unit A|344.0|water
/Date(1594166400000+0000)/|Unit A|1033.0|water
/Date(1594166400000+0000)/|Unit A|206.0|water
/Date(1594944000000+0000)/|Unit F|1000.0|dues
/Date(1594944000000+0000)/|Unit F|15729.0|rent
/Date(1595376000000+0000)/|Unit B|617.0|water
/Date(1596499200000+0000)/|Unit B|1000.0|dues
/Date(1596499200000+0000)/|Unit B|19000.0|rent
/Date(1596499200000+0000)/|Unit D|4941.0|elect.
/Date(1596499200000+0000)/|Unit D|961.0|water
/Date(1596499200000+0000)/|Unit D|1000.0|dues
/Date(1596499200000+0000)/|Unit D|15729.0|rent
/Date(1596844800000+0000)/|Unit F|2342.0|water
/Date(1596844800000+0000)/|Unit F|1990.0|elect.
/Date(1596844800000+0000)/|Unit F|1993.0|elect
/Date(1596844800000+0000)/|Unit A|4628.0|elect
/Date(1596844800000+0000)/|Unit A|1000.0|dues
/Date(1596844800000+0000)/|Unit A|17120.0|rent
/Date(1596931200000+0000)/|Unit E|1029.0|water
/Date(1596931200000+0000)/|Unit E|7650.0|elect
/Date(1596931200000+0000)/|Unit E|1000.0|dues
/Date(1596931200000+0000)/|Unit E|15729.0|rent
/Date(1596931200000+0000)/|Unit E|1000.0|dues
/Date(1596931200000+0000)/|Unit E|15729.0|rent
/Date(1597363200000+0000)/|Unit F|2059.0|water
/Date(1597363200000+0000)/|Unit E|15729.0|rent
/Date(1597363200000+0000)/|Unit E|1000.0|dues
/Date(1597708800000+0000)/|Unit B|1129.0|water
/Date(1597708800000+0000)/|Unit B|2233.0|elect
/Date(1597708800000+0000)/|Unit F|1000.0|dues
/Date(1597708800000+0000)/|Unit F|15729.0|rent
/Date(1599091200000+0000)/|Donna|10000.0|payment
/Date(1599436800000+0000)/|Unit D|4389.0|elect.
/Date(1599436800000+0000)/|Unit D|988.0|water
/Date(1599436800000+0000)/|Unit D|1000.0|dues
/Date(1599436800000+0000)/|Unit D|15729.0|Rent
/Date(1599523200000+0000)/|Unit A|3862.0|elect
/Date(1599523200000+0000)/|Unit E|7238.0|elect
/Date(1599523200000+0000)/|Unit A|1000.0|dues
/Date(1599523200000+0000)/|Unit E|1000.0|dues
/Date(1599523200000+0000)/|Unit A|17120.0|rent
/Date(1599523200000+0000)/|Unit A|1200.0|water
/Date(1599523200000+0000)/|Unit E|1200.0|water
/Date(1599523200000+0000)/|Unit E|15729.0|rent
/Date(1599609600000+0000)/|Unit A|952.0|water
/Date(1599696000000+0000)/|Unit B|2998.0|elect
/Date(1599696000000+0000)/|Unit B|1000.0|dues
/Date(1599696000000+0000)/|Unit B|19000.0|rent
/Date(1599696000000+0000)/|Unit B|1020.0|water
/Date(1601856000000+0000)/|Unit F|2753.0|water
/Date(1601856000000+0000)/|Unit F|2254.0|elect.
/Date(1601856000000+0000)/|Unit D|1088.0|water
/Date(1601856000000+0000)/|Unit D|1000.0|dues
/Date(1601856000000+0000)/|Unit D|15729.0|rent
/Date(1601856000000+0000)/|Unit D|4831.0|elect
/Date(1601942400000+0000)/|Unit A|1000.0|dues
/Date(1601942400000+0000)/|Unit A|17120.0|rent
/Date(1601942400000+0000)/|Unit A|4122.0|rent
/Date(1602028800000+0000)/|materials unit G|8000.0|DEPOSIT
/Date(1602460800000+0000)/|Unit E|15729.0|rent
/Date(1602460800000+0000)/|Unit B|1000.0|dues
/Date(1602460800000+0000)/|Unit B|19000.0|rent
/Date(1602460800000+0000)/|Unit E|1000.0|dues
/Date(1602460800000+0000)/|Unit E|7999.0|elect
/Date(1602460800000+0000)/|Unit E|1224.0|water
/Date(1602979200000+0000)/|Unit B|845.0|water
/Date(1602979200000+0000)/|Unit B|2696.0|elect
/Date(1604448000000+0000)/|Unit F|1505.0|elect.
/Date(1604448000000+0000)/|Unit F|1904.0|water
/Date(1604448000000+0000)/|Unit F|715.0|water
/Date(1604448000000+0000)/|Unit F|770.0|elect
/Date(1604534400000+0000)/|Unit D|4105.0|elect.
/Date(1604534400000+0000)/|Unit D|1000.0|dues
/Date(1604534400000+0000)/|Unit D|15729.0|rent
/Date(1604534400000+0000)/|Unit D|910.0|water
/Date(1604793600000+0000)/|Unit G|196.0|water
/Date(1604793600000+0000)/|Unit G|500.0|dues
/Date(1604793600000+0000)/|Unit G|3500.0|rent
/Date(1604793600000+0000)/|Unit G|149.0|elect
/Date(1604966400000+0000)/|Unit A|17120.0|rent
/Date(1604966400000+0000)/|Unit A|850.85|water
/Date(1604966400000+0000)/|Unit A|3439.0|elect
/Date(1604966400000+0000)/|Unit A|1000.0|dues
/Date(1604966400000+0000)/|Unit E|15729.0|rent
/Date(1604966400000+0000)/|Unit A|845.0|water
/Date(1604966400000+0000)/|Unit E|7842.0|elect
/Date(1604966400000+0000)/|Unit E|1047.0|water
/Date(1604966400000+0000)/|Unit E|1000.0|dues
/Date(1604966400000+0000)/|Unit E|1105.0|watert
/Date(1607040000000+0000)/|Unit D|3991.0|elect.
/Date(1607040000000+0000)/|Unit D|982.0|water
/Date(1607040000000+0000)/|Unit D|15729.0|rent
/Date(1607040000000+0000)/|Unit D|1000.0|dues
/Date(1607385600000+0000)/|Unit A|17120.0|rent
/Date(1607385600000+0000)/|Unit A|2302.0|elect
/Date(1607385600000+0000)/|Unit E|7321.0|elect
/Date(1607385600000+0000)/|Unit E|15729.0|rent
/Date(1607385600000+0000)/|Unit E|1000.0|dues
/Date(1607385600000+0000)/|Unit G|500.0|dues
/Date(1607385600000+0000)/|Unit G|3500.0|rent
/Date(1607385600000+0000)/|Unit A|1000.0|dues
/Date(1607385600000+0000)/|Unit G|268.0|elect
/Date(1607385600000+0000)/|Contract Unit F|60000.0|1month advance 2months deposit
/Date(1608249600000+0000)/|Unit B|1309.0|water
/Date(1608249600000+0000)/|Unit B|2276.0|elect
/Date(1608336000000+0000)/|Unit B|2035.0|elect.
/Date(1608336000000+0000)/|Unit B|882.0|water
/Date(1608336000000+0000)/|Unit F|392.0|water
/Date(1608336000000+0000)/|Unit F|186.0|elect
/Date(1609891200000+0000)/|Unit D|882.0|water
/Date(1609891200000+0000)/|Unit D|1000.0|dues
/Date(1609891200000+0000)/|Unit D|15729.0|rent
/Date(1609891200000+0000)/|Unit D|4097.0|elect
/Date(1610064000000+0000)/|Unit G|374.0|elect
/Date(1610064000000+0000)/|Unit G|193.0|water
/Date(1610064000000+0000)/|Unit G|500.0|dues
/Date(1610064000000+0000)/|Unit A|1480.0|water
/Date(1610064000000+0000)/|Unit A|17120.0|rent
/Date(1610064000000+0000)/|Unit G|3500.0|rent
/Date(1610064000000+0000)/|Unit E|7417.05|elect
/Date(1610064000000+0000)/|Unit E|15729.0|rent
/Date(1610064000000+0000)/|Unit A|1000.0|dues
/Date(1610064000000+0000)/|Unit A|2403.0|elect
/Date(1610064000000+0000)/|Unit E|1071.0|water
/Date(1610064000000+0000)/|Unit A|945.0|water
/Date(1610064000000+0000)/|Unit E|1000.0|dues
/Date(1610236800000+0000)/|Unit F|20000.0|rent
/Date(1610236800000+0000)/|Unit F|502.0|elect
/Date(1610236800000+0000)/|Unit F|836.0|water
/Date(1611100800000+0000)/|Unit B|1920.0|elect.
/Date(1611100800000+0000)/|Unit B|772.0|water
/Date(1611100800000+0000)/|Unit C|60000.0|down payment
/Date(1611878400000+0000)/|Contract Unit B|75000.0|1month advance/2months deposit
/Date(1612828800000+0000)/|Unit E|15729.0|rent
/Date(1612828800000+0000)/|Unit E|7569.0|elect
/Date(1612828800000+0000)/|Unit E|1000.0|dues
/Date(1612828800000+0000)/|Unit G|3500.0|rent
/Date(1612828800000+0000)/|Unit G|500.0|dues
/Date(1612828800000+0000)/|Unit D|3556.0|elect
/Date(1612828800000+0000)/|Unit D|1000.0|dues
/Date(1612828800000+0000)/|Unit G|416.0|elect
/Date(1612828800000+0000)/|Unit D|15729.0|rent
/Date(1612828800000+0000)/|Unit D|882.0|wate
/Date(1612828800000+0000)/|Unit G|126.0|water
/Date(1612828800000+0000)/|Unit B|127.0|elect
/Date(1612828800000+0000)/|Unit E|1045.0|water
/Date(1612828800000+0000)/|Unit A|17120.0|rent
/Date(1612828800000+0000)/|Unit A|3637.0|elect
/Date(1612828800000+0000)/|Unit A|1000.0|dues
/Date(1613433600000+0000)/|Unit F|1046.0|elect
/Date(1613433600000+0000)/|Unit F|1000.0|dues
/Date(1613433600000+0000)/|Unit F|19000.0|rent
/Date(1613952000000+0000)/|Unit C|1000.0|dues
/Date(1613952000000+0000)/|Unit C|19000.0|rent
/Date(1614816000000+0000)/|Unit G|146.0|water
/Date(1614816000000+0000)/|Unit G|500.0|dues
/Date(1614816000000+0000)/|Unit G|3500.0|rent
/Date(1614816000000+0000)/|Unit D|1173.0|water
/Date(1614816000000+0000)/|Unit D|3204.0|elect.
/Date(1614816000000+0000)/|Unit D|1000.0|dues
/Date(1614816000000+0000)/|Unit D|15729.0|rent
/Date(1614816000000+0000)/|Unit C|6884.0|elect
/Date(1614816000000+0000)/|Unit C|1760.0|water
/Date(1614816000000+0000)/|Unit C|19000.0|rent
/Date(1614816000000+0000)/|Unit C|1000.0|dues
/Date(1615161600000+0000)/|Unit E|1320.0|water
/Date(1615161600000+0000)/|Unit E|7562.0|elect
/Date(1615161600000+0000)/|Unit E|15729.0|rent
/Date(1615161600000+0000)/|Unit E|1000.0|dues
/Date(1615593600000+0000)/|Unit F|19000.0|rent
/Date(1615593600000+0000)/|Unit F|1000.0|dues
/Date(1615593600000+0000)/|Unit F|1708.0|elect
/Date(1615593600000+0000)/|Unit F|2127.0|water
/Date(1615593600000+0000)/|Unit A|1467.0|water
/Date(1615161600000+0000)/|Unit A|17120.0|rent
/Date(1615593600000+0000)/|Unit A|3366.0|elect
/Date(1615593600000+0000)/|Unit A|1000.0|dues
/Date(1615593600000+0000)/|Unit G|414.0|elect
/Date(1616025600000+0000)/|Unit F|1587.0|1587
/Date(1616025600000+0000)/|Unit B|513.0|water
/Date(1616371200000+0000)/|Unit B|5115.0|elect
/Date(1616371200000+0000)/|Unit B|621.0|water
/Date(1616371200000+0000)/|Unit B|1000.0|dues
/Date(1616371200000+0000)/|Unit B|24000.0|rent
/Date(1617580800000+0000)/|Unit D|1000.0|dues
/Date(1617580800000+0000)/|Unit D|2936.0|elect
/Date(1617580800000+0000)/|Unit D|15729.0|rent
/Date(1617580800000+0000)/|Unit C|6324.0|elect
/Date(1617580800000+0000)/|Unit C|1311.0|water
/Date(1617580800000+0000)/|Unit E|966.0|water
/Date(1617580800000+0000)/|Unit E|7374.0|elect
/Date(1617580800000+0000)/|Unit D|828.0|water
/Date(1617667200000+0000)/|Unit G|294.0|elect
/Date(1617667200000+0000)/|Unit G|138.0|water
/Date(1617667200000+0000)/|Unit G|500.0|dues
/Date(1617667200000+0000)/|Unit G|3500.0|rent
/Date(1617667200000+0000)/|Unit E|1000.0|dues
/Date(1617667200000+0000)/|Unit E|15729.0|rent
/Date(1617667200000+0000)/|Unit A|1104.0|water
/Date(1618012800000+0000)/|Unit A|1000.0|dues
/Date(1618012800000+0000)/|Unit A|17120.0|rent
/Date(1618012800000+0000)/|Unit A|3368.0|elect
/Date(1619913600000+0000)/|Unit F|1000.0|dues
/Date(1619913600000+0000)/|Unit F|1689.0|elect
/Date(1619913600000+0000)/|Unit F|19000.0|rent
/Date(1619913600000+0000)/|Unit B|1000.0|dues
/Date(1619913600000+0000)/|Unit B|24000.0|rent
/Date(1619913600000+0000)/|Unit B|5528.0|elect
/Date(1620172800000+0000)/|Unit D|1095.0|water
/Date(1620172800000+0000)/|Unit C|949.0|water
/Date(1620172800000+0000)/|Unit C|2036.0|elect
/Date(1620172800000+0000)/|Unit D|3729.0|elect
/Date(1620172800000+0000)/|Unit C|1000.0|dues
/Date(1620172800000+0000)/|Unit C|19000.0|rent
/Date(1620172800000+0000)/|Unit D|1000.0|dues
/Date(1620172800000+0000)/|Unit D|15729.0|rent
/Date(1620604800000+0000)/|Unit E|1000.0|dues
/Date(1620604800000+0000)/|Unit E|1168.0|water
/Date(1620604800000+0000)/|Unit E|7812.0|elect
/Date(1620604800000+0000)/|Unit E|15729.0|rent
/Date(1620604800000+0000)/|Unit G|138.0|water
/Date(1620604800000+0000)/|Unit G|354.0|elect
/Date(1620604800000+0000)/|Unit G|500.0|dues
/Date(1620604800000+0000)/|Unit G|3500.0|rent
/Date(1620604800000+0000)/|Unit A|17120.0|rent
/Date(1621209600000+0000)/|Unit A|1460.0|water
/Date(1620604800000+0000)/|Unit A|1000.0|dues
/Date(1620604800000+0000)/|Unit A|4221.0|elect
/Date(1621296000000+0000)/|Unit B|6553.0|elect
/Date(1621296000000+0000)/|Unit B|1533.0|water
/Date(1621296000000+0000)/|Unit F|1820.0|elect
/Date(1621296000000+0000)/|Unit F|2555.0|water
/Date(1621555200000+0000)/|Unit F|1000.0|dues
/Date(1621555200000+0000)/|Unit F|19000.0|rent
/Date(1621814400000+0000)/|Unit F|2440.0|water
/Date(1621814400000+0000)/|Unit B|2153.0|water
/Date(1621814400000+0000)/|Unit B|24000.0|rent
/Date(1621814400000+0000)/|Unit B|1000.0|dues
/Date(1623369600000+0000)/|Unit E|1363.0|water
/Date(1624233600000+0000)/|Unit E|15729.0|rent
/Date(1623369600000+0000)/|Unit A|1000.0|dues
/Date(1623369600000+0000)/|Unit A|17120.0|rent
/Date(1623369600000+0000)/|Unit E|1000.0|dues
/Date(1623369600000+0000)/|Unit F|1000.0|dues
/Date(1623369600000+0000)/|Unit D|1000.0|dues
/Date(1623369600000+0000)/|Unit D|15729.0|rent
/Date(1623369600000+0000)/|Unit D|1004.0|water
/Date(1623369600000+0000)/|Unit A|1866.0|water
/Date(1623369600000+0000)/|Unit E|9228.0|elect
/Date(1623369600000+0000)/|Unit D|3213.0|elect
/Date(1623369600000+0000)/|Unit A|5881.0|elect
/Date(1623715200000+0000)/|Unit G|500.0|dues
/Date(1623715200000+0000)/|Unit G|3500.0|rent
/Date(1623715200000+0000)/|Unit G|219.0|water
/Date(1623715200000+0000)/|Unit G|367.0|electricity
/Date(1623715200000+0000)/|Unit F|19000.0|rent
/Date(1623715200000+0000)/|Unit F|2183.0|elect
/Date(1624838400000+0000)/|Unit B|1000.0|dues
/Date(1624838400000+0000)/|Unit B|24000.0|rent
/Date(1624838400000+0000)/|Unit B|10073.0|elect
/Date(1624838400000+0000)/|Unit B|1602.0|water
/Date(1625443200000+0000)/|Unit D|15729.0|rent
/Date(1625443200000+0000)/|Unit D|1000.0|dues
/Date(1625443200000+0000)/|Unit D|4881.0|elect.
/Date(1625443200000+0000)/|Unit E|15729.0|rent
/Date(1625443200000+0000)/|Unit E|1000.0|dues
/Date(1625961600000+0000)/|Maynilad|12205.14|water
/Date(1625961600000+0000)/|Sal Admin|14000.0|sal.
/Date(1625961600000+0000)/|sal caretaker|9000.0|sal.
/Date(1625961600000+0000)/|Unit F|19000.0|rent
/Date(1625961600000+0000)/|Unit F|2066.0|elect
/Date(1625961600000+0000)/|Unit G|291.0|water
/Date(1625961600000+0000)/|Unit G|394.0|elect.
/Date(1625961600000+0000)/|Unit G|500.0|dues
/Date(1625961600000+0000)/|Unit G|3500.0|rent
/Date(1625961600000+0000)/|Unit F|1000.0|dues
/Date(1625961600000+0000)/|Unit F|2476.0|water
/Date(1625961600000+0000)/|Unit E|9907.0|elect
/Date(1625961600000+0000)/|Unit E|2257.0|water
/Date(1625961600000+0000)/|Unit D|1165.0|water
/Date(1625961600000+0000)/|BIR Monthly|5400.0|monthy tax
/Date(1626048000000+0000)/|Unit A|17120.0|rent
/Date(1626048000000+0000)/|Unit A|5967.0|elect
/Date(1626048000000+0000)/|Unit A|1000.0|dues
/Date(1626048000000+0000)/|Unit A|1456.0|water
