InvoiceNumber|Date|Contact|Description|AccountCode|Quantity|UnitAmount|LineAmount|Total|Status|Type
INV-1439|/Date(1593561600000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1448|/Date(1593561600000+0000)/|Unit F|Water Unit F|200|1.0|2059.0|2059.0|2059.0|PAID|Sales
INV-1478|/Date(1596240000000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1483|/Date(1596240000000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1462|/Date(1596240000000+0000)/|Unit B|Water Unit B|200|1.0|1129.0|1129.0|1129.0|PAID|Sales
INV-1467|/Date(1596240000000+0000)/|Unit B|Electricity Unit B|200|1.0|2233.0|2233.0|2233.0|PAID|Sales
INV-1484|/Date(1596240000000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1461|/Date(1596240000000+0000)/|Unit F|Rent Unit F|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1515|/Date(1599091200000+0000)/|Donna|donna payment|200|1.0|10000.0|10000.0|10000.0|PAID|Sales
INV-1513|/Date(1598918400000+0000)/|Unit G|Water Unit G||1.0||||PAID|Sales
INV-1514|/Date(1598918400000+0000)/|Unit G|Electricity Unit G||1.0||||PAID|Sales
INV-1512|/Date(1598918400000+0000)/|Unit G|Dues Unit G||1.0||||PAID|Sales
INV-1511|/Date(1598918400000+0000)/|Unit G|Rent Unit G||1.0||||PAID|Sales
INV-1507|/Date(1598918400000+0000)/|Unit C|Electricity Unit C||1.0||||PAID|Sales
INV-1488|/Date(1598918400000+0000)/|Unit C|Rent Unit C||1.0||||PAID|Sales
INV-1503|/Date(1598918400000+0000)/|Unit C|Water Unit C||1.0||||PAID|Sales
INV-1499|/Date(1598918400000+0000)/|Unit C|Dues Unit C||1.0||||PAID|Sales
INV-1508|/Date(1598918400000+0000)/|Unit D|Electricity Unit D|200|1.0|4389.0|4389.0|4389.0|PAID|Sales
INV-1464|/Date(1596240000000+0000)/|Unit D|Water Unit D|200|1.0|988.0|988.0|988.0|PAID|Sales
INV-1500|/Date(1598918400000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1487|/Date(1598918400000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1493|/Date(1598918400000+0000)/|Unit A|Electricity Unit A|200|1.0|3862.0|3862.0|3862.0|PAID|Sales
INV-1509|/Date(1598918400000+0000)/|Unit E|Electricity Unit E|200|1.0|7238.0|7238.0|7238.0|PAID|Sales
INV-1497|/Date(1598918400000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1490|/Date(1598918400000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1494|/Date(1598918400000+0000)/|Unit A|Rent Unit A|200|1.0|17120.0|17120.0|17120.0|PAID|Sales
INV-1485|/Date(1596240000000+0000)/|Unit A|Water Unit A|200|1.0|1200.0|1200.0|1200.0|PAID|Sales
INV-1465|/Date(1596240000000+0000)/|Unit E|Water Unit E|200|1.0|1200.0|1200.0|1200.0|PAID|Sales
INV-1496|/Date(1598918400000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1502|/Date(1598918400000+0000)/|Unit A|Water Unit A|200|1.0|952.0|952.0|952.0|PAID|Sales
INV-1506|/Date(1598918400000+0000)/|Unit B|Electricity Unit B|200|1.0|2998.0|2998.0|2998.0|PAID|Sales
INV-1498|/Date(1598918400000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1495|/Date(1598918400000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-1491|/Date(1598918400000+0000)/|Unit B|Water Unit B|200|1.0|1020.0|1020.0|1020.0|PAID|Sales
INV-1486|/Date(1596240000000+0000)/|Unit F|Water Unit F|200|1.0|2753.0|2753.0|2753.0|PAID|Sales
INV-1510|/Date(1598918400000+0000)/|Unit F|Electricity Unit F|200|1.0|2254.0|2254.0|2254.0|PAID|Sales
INV-1504|/Date(1598918400000+0000)/|Unit D|Water Unit D|200|1.0|1088.0|1088.0|1088.0|PAID|Sales
INV-1540|/Date(1601510400000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1535|/Date(1601510400000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1516|/Date(1601510400000+0000)/|Unit D|Electricity Unit D|200|1.0|4831.0|4831.0|4831.0|PAID|Sales
INV-1537|/Date(1601510400000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1533|/Date(1601510400000+0000)/|Unit A|Rent Unit A|200|1.0|17120.0|17120.0|17120.0|PAID|Sales
INV-1526|/Date(1601510400000+0000)/|Unit A|Electricity Unit A|200|1.0|4122.0|4122.0|4122.0|PAID|Sales
INV-1530|/Date(1601510400000+0000)/|Unit G|Rent Unit G||1.0||||PAID|Sales
INV-1532|/Date(1601510400000+0000)/|Unit G|Electricity Unit G||1.0||||PAID|Sales
INV-1531|/Date(1601510400000+0000)/|Unit G|Dues Unit G||1.0||||PAID|Sales
INV-1518|/Date(1601510400000+0000)/|Unit G|Water Unit G||1.0||||PAID|Sales
INV-1544|/Date(1602028800000+0000)/|Unit G|Rent Unit G|200|2.0|4000.0|8000.0|8000.0|VOIDED|Sales
INV-1539|/Date(1601510400000+0000)/|Unit C|Dues Unit C||1.0||||PAID|Sales
INV-1528|/Date(1601510400000+0000)/|Unit C|Electricity Unit C||1.0||||PAID|Sales
INV-1522|/Date(1601510400000+0000)/|Unit C|Water Unit C||1.0||||PAID|Sales
INV-1519|/Date(1601510400000+0000)/|Unit C|Rent Unit C||1.0||||PAID|Sales
INV-1545|/Date(1602028800000+0000)/|materials unit G|Rent Unit G|200|2.0|4000.0|8000.0|8000.0|PAID|Sales
INV-1536|/Date(1601510400000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1538|/Date(1601510400000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1534|/Date(1601510400000+0000)/|Unit B|Rent Unit B|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-1541|/Date(1601510400000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1517|/Date(1601510400000+0000)/|Unit E|Electricity Unit E|200|1.0|7999.0|7999.0|7999.0|PAID|Sales
INV-1492|/Date(1598918400000+0000)/|Unit E|Water Unit E|200|1.0|1224.0|1224.0|1224.0|PAID|Sales
INV-1521|/Date(1601510400000+0000)/|Unit B|Water Unit B|200|1.0|845.0|845.0|845.0|PAID|Sales
INV-1527|/Date(1601510400000+0000)/|Unit B|Electricity Unit B|200|1.0|2696.0|2696.0|2696.0|PAID|Sales
INV-1529|/Date(1601510400000+0000)/|Unit F|Electricity Unit F|200|1.0|1505.0|1505.0|1505.0|PAID|Sales
INV-1505|/Date(1598918400000+0000)/|Unit F|Water Unit F|200|1.0|1904.0|1904.0|1904.0|PAID|Sales
INV-1525|/Date(1601510400000+0000)/|Unit F|Water Unit F|200|1.0|715.0|715.0|715.0|PAID|Sales
INV-1569|/Date(1604188800000+0000)/|Unit F|Electricity Unit F|200|1.0|770.0|770.0|770.0|PAID|Sales
INV-1553|/Date(1604188800000+0000)/|Unit C|Electricity Unit C||1.0||||PAID|Sales
INV-1563|/Date(1604188800000+0000)/|Unit F|Dues Unit F||1.0||||PAID|Sales
INV-1560|/Date(1604188800000+0000)/|Unit F|Rent Unit F||1.0||||PAID|Sales
INV-1559|/Date(1604188800000+0000)/|Unit C|Rent Unit C||1.0||||PAID|Sales
INV-1562|/Date(1604188800000+0000)/|Unit C|Dues Unit C||1.0||||PAID|Sales
INV-1489|/Date(1598918400000+0000)/|Unit F|Rent Unit F||1.0||||PAID|Sales
INV-1501|/Date(1598918400000+0000)/|Unit F|Dues Unit F||1.0||||PAID|Sales
INV-1520|/Date(1601510400000+0000)/|Unit F|Rent Unit F||1.0||||PAID|Sales
INV-1542|/Date(1601510400000+0000)/|Unit F|Dues Unit F||1.0||||PAID|Sales
INV-1554|/Date(1604188800000+0000)/|Unit D|Electricity Unit D|200|1.0|4105.0|4105.0|4105.0|PAID|Sales
INV-1548|/Date(1604188800000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1546|/Date(1604188800000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1523|/Date(1601510400000+0000)/|Unit D|Water Unit D|200|1.0|910.0|910.0|910.0|PAID|Sales
INV-1565|/Date(1604188800000+0000)/|Unit C|Water Unit C||1.0||||PAID|Sales
INV-1572|/Date(1604188800000+0000)/|Unit G|Water Unit G|200|1.0|196.0|196.0|196.0|PAID|Sales
INV-1571|/Date(1604188800000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-1570|/Date(1604188800000+0000)/|Unit G|Rent Unit G|200|1.0|3500.0|3500.0|3500.0|PAID|Sales
INV-1556|/Date(1604188800000+0000)/|Unit G|Electricity Unit G|200|1.0|149.0|149.0|149.0|PAID|Sales
INV-1573|/Date(1604188800000+0000)/|Unit A|Rent Unit A|200|1.0|17120.0|17120.0|17120.0|PAID|Sales
INV-1564|/Date(1604188800000+0000)/|Unit A|Water Unit A|200|1.0|850.85|850.85|850.85|PAID|Sales
INV-1552|/Date(1604188800000+0000)/|Unit A|Electricity Unit A|200|1.0|3439.0|3439.0|3439.0|PAID|Sales
INV-1561|/Date(1604188800000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1558|/Date(1604188800000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1543|/Date(1601510400000+0000)/|Unit A|Water Unit A|200|1.0|845.0|845.0|845.0|PAID|Sales
INV-1555|/Date(1604188800000+0000)/|Unit E|Electricity Unit E|200|1.0|7842.0|7842.0|7842.0|PAID|Sales
INV-1551|/Date(1604188800000+0000)/|Unit E|Water Unit E|200|1.0|1047.0|1047.0|1047.0|PAID|Sales
INV-1549|/Date(1604188800000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1524|/Date(1601510400000+0000)/|Unit E|Water Unit E|200|1.0|1105.0|1105.0|1105.0|PAID|Sales
INV-1596|/Date(1606780800000+0000)/|Unit D|Electricity Unit D|200|1.0|3991.0|3991.0|3991.0|PAID|Sales
INV-1566|/Date(1604188800000+0000)/|Unit D|Water Unit D|200|1.0|982.0|982.0|982.0|PAID|Sales
INV-1574|/Date(1606780800000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1576|/Date(1606780800000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1587|/Date(1606780800000+0000)/|Unit C|Dues Unit C||1.0||||PAID|Sales
INV-1595|/Date(1606780800000+0000)/|Unit C|Electricity Unit C||1.0||||PAID|Sales
INV-1590|/Date(1606780800000+0000)/|Unit C|Water Unit C||1.0||||PAID|Sales
INV-1584|/Date(1606780800000+0000)/|Unit C|Rent Unit C||1.0||||PAID|Sales
INV-1585|/Date(1606780800000+0000)/|Unit F|Rent Unit F||1.0||||PAID|Sales
INV-1578|/Date(1606780800000+0000)/|Unit F|Dues Unit F||1.0||||PAID|Sales
INV-1601|/Date(1606780800000+0000)/|Unit A|Rent Unit A|200|1.0|17120.0|17120.0|17120.0|PAID|Sales
INV-1579|/Date(1606780800000+0000)/|Unit A|Electricity Unit A|200|1.0|2302.0|2302.0|2302.0|PAID|Sales
INV-1597|/Date(1606780800000+0000)/|Unit E|Electricity Unit E|200|1.0|7321.0|7321.0|7321.0|PAID|Sales
INV-1583|/Date(1606780800000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1577|/Date(1606780800000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1600|/Date(1606780800000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-1599|/Date(1606780800000+0000)/|Unit G|Rent Unit G|200|1.0|3500.0|3500.0|3500.0|PAID|Sales
INV-1575|/Date(1606780800000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1581|/Date(1606780800000+0000)/|Unit G|Electricity Unit G|200|1.0|268.0|268.0|268.0|PAID|Sales
INV-1557|/Date(1604188800000+0000)/|Unit B|Rent Unit B||1.0||||PAID|Sales
INV-1547|/Date(1604188800000+0000)/|Unit B|Dues Unit B||1.0||||PAID|Sales
INV-1586|/Date(1606780800000+0000)/|Unit B|Dues Unit B||1.0||||PAID|Sales
INV-1582|/Date(1606780800000+0000)/|Unit B|Rent Unit B||1.0||||PAID|Sales
INV-1593|/Date(1606780800000+0000)/|Unit F|Water Unit F||1.0||||PAID|Sales
INV-1602|/Date(1607385600000+0000)/|Contract Unit F|New contract|200|1.0|60000.0|60000.0|60000.0|PAID|Sales
INV-1550|/Date(1604188800000+0000)/|Unit B|Water Unit B|200|1.0|1309.0|1309.0|1309.0|PAID|Sales
INV-1568|/Date(1604188800000+0000)/|Unit B|Electricity Unit B|200|1.0|2276.0|2276.0|2276.0|PAID|Sales
INV-1594|/Date(1606780800000+0000)/|Unit B|Electricity Unit B|200|1.0|2035.0|2035.0|2035.0|PAID|Sales
INV-1589|/Date(1606780800000+0000)/|Unit B|Water Unit B|200|1.0|882.0|882.0|882.0|PAID|Sales
INV-1567|/Date(1604188800000+0000)/|Unit F|Water Unit F|200|1.0|392.0|392.0|392.0|PAID|Sales
INV-1598|/Date(1606780800000+0000)/|Unit F|Electricity Unit F|200|1.0|186.0|186.0|186.0|PAID|Sales
INV-1591|/Date(1606780800000+0000)/|Unit D|Water Unit D|200|1.0|882.0|882.0|882.0|PAID|Sales
INV-1616|/Date(1609459200000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1603|/Date(1609459200000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1624|/Date(1609459200000+0000)/|Unit D|Electricity Unit D|200|1.0|4097.0|4097.0|4097.0|PAID|Sales
INV-1611|/Date(1609459200000+0000)/|Unit B|Rent Unit B||1.0||||PAID|Sales
INV-1614|/Date(1609459200000+0000)/|Unit B|Dues Unit B||1.0||||PAID|Sales
INV-1617|/Date(1609459200000+0000)/|Unit F|Dues Unit F||1.0||||PAID|Sales
INV-1623|/Date(1609459200000+0000)/|Unit C|Electricity Unit C||1.0||||PAID|Sales
INV-1619|/Date(1609459200000+0000)/|Unit C|Water Unit C||1.0||||PAID|Sales
INV-1604|/Date(1609459200000+0000)/|Unit C|Rent Unit C||1.0||||PAID|Sales
INV-1615|/Date(1609459200000+0000)/|Unit C|Dues Unit C||1.0||||PAID|Sales
INV-1630|/Date(1609459200000+0000)/|Unit G|Electricity Unit G|200|1.0|374.0|374.0|374.0|PAID|Sales
INV-1629|/Date(1609459200000+0000)/|Unit G|Water Unit G|200|1.0|193.0|193.0|193.0|PAID|Sales
INV-1628|/Date(1609459200000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-1618|/Date(1609459200000+0000)/|Unit A|Water Unit A|200|1.0|1480.0|1480.0|1480.0|PAID|Sales
INV-1610|/Date(1609459200000+0000)/|Unit A|Rent Unit A|200|1.0|17120.0|17120.0|17120.0|PAID|Sales
INV-1627|/Date(1609459200000+0000)/|Unit G|Rent Unit G|200|1.0|3500.0|3500.0|3500.0|PAID|Sales
INV-1625|/Date(1609459200000+0000)/|Unit E|Electricity Unit E|200|1.0|7417.05|7417.05|7417.05|PAID|Sales
INV-1612|/Date(1609459200000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1613|/Date(1609459200000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1609|/Date(1609459200000+0000)/|Unit A|Electricity Unit A|200|1.0|2403.0|2403.0|2403.0|PAID|Sales
INV-1592|/Date(1606780800000+0000)/|Unit E|Water Unit E|200|1.0|1071.0|1071.0|1071.0|PAID|Sales
INV-1588|/Date(1606780800000+0000)/|Unit A|Water Unit A|200|1.0|945.0|945.0|945.0|PAID|Sales
INV-1606|/Date(1609459200000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1605|/Date(1609459200000+0000)/|Unit F|Rent Unit F|200|1.0|20000.0|20000.0|20000.0|PAID|Sales
INV-1626|/Date(1609459200000+0000)/|Unit F|Electricity Unit F|200|1.0|502.0|502.0|502.0|PAID|Sales
INV-1621|/Date(1609459200000+0000)/|Unit F|Water Unit F|200|1.0|836.0|836.0|836.0|PAID|Sales
INV-1622|/Date(1609459200000+0000)/|Unit B|Electricity Unit B|200|1.0|1920.0|1920.0|1920.0|PAID|Sales
INV-1607|/Date(1609459200000+0000)/|Unit B|Water Unit B|200|1.0|772.0|772.0|772.0|PAID|Sales
INV-1631|/Date(1611100800000+0000)/|Unit C|Deposit 1month advance 2months deposit|200|1.0|60000.0|60000.0|60000.0|PAID|Sales
INV-1632|/Date(1611878400000+0000)/|Contract Unit B|Rent Unit  B/1month advance 2months deposit|200|1.0|75000.0|75000.0|75000.0|PAID|Sales
INV-1635|/Date(1612137600000+0000)/|Unit C|Electricity Unit C||1.0||||PAID|Sales
INV-1637|/Date(1612137600000+0000)/|Unit B|Rent Unit B||1.0||||PAID|Sales
INV-1642|/Date(1612137600000+0000)/|Unit B|Dues Unit B||1.0||||PAID|Sales
INV-1648|/Date(1612137600000+0000)/|Unit C|Water Unit C||1.0||||PAID|Sales
INV-1660|/Date(1612137600000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1654|/Date(1612137600000+0000)/|Unit E|Electricity Unit E|200|1.0|7569.0|7569.0|7569.0|PAID|Sales
INV-1645|/Date(1612137600000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1656|/Date(1612137600000+0000)/|Unit G|Rent Unit G|200|1.0|3500.0|3500.0|3500.0|PAID|Sales
INV-1657|/Date(1612137600000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-1653|/Date(1612137600000+0000)/|Unit D|Electricity Unit D|200|1.0|3556.0|3556.0|3556.0|PAID|Sales
INV-1644|/Date(1612137600000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1636|/Date(1612137600000+0000)/|Unit G|Electricity Unit G|200|1.0|416.0|416.0|416.0|PAID|Sales
INV-1638|/Date(1612137600000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1620|/Date(1609459200000+0000)/|Unit D|Water Unit D|200|1.0|882.0|882.0|882.0|PAID|Sales
INV-1580|/Date(1606780800000+0000)/|Unit G|Water Unit G|200|1.0|126.0|126.0|126.0|PAID|Sales
INV-1652|/Date(1612137600000+0000)/|Unit B|Electricity Unit B|200|1.0|127.0|127.0|127.0|PAID|Sales
INV-1608|/Date(1609459200000+0000)/|Unit E|Water Unit E|200|1.0|1045.0|1045.0|1045.0|PAID|Sales
INV-1659|/Date(1612137600000+0000)/|Unit A|Rent Unit A|200|1.0|17120.0|17120.0|17120.0|PAID|Sales
INV-1651|/Date(1612137600000+0000)/|Unit A|Electricity Unit A|200|1.0|3637.0|3637.0|3637.0|PAID|Sales
INV-1641|/Date(1612137600000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1655|/Date(1612137600000+0000)/|Unit F|Electricity Unit F|200|1.0|1046.0|1046.0|1046.0|PAID|Sales
INV-1646|/Date(1612137600000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1640|/Date(1612137600000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-1643|/Date(1612137600000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1639|/Date(1612137600000+0000)/|Unit C|Rent Unit C|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-1658|/Date(1612137600000+0000)/|Unit G|Water Unit G|200|1.0|146.0|146.0|146.0|PAID|Sales
INV-1687|/Date(1614556800000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-1686|/Date(1614556800000+0000)/|Unit G|Rent Unit G|200|1.0|3500.0|3500.0|3500.0|PAID|Sales
INV-1649|/Date(1612137600000+0000)/|Unit D|Water Unit D|200|1.0|1173.0|1173.0|1173.0|PAID|Sales
INV-1683|/Date(1614556800000+0000)/|Unit D|Electricity Unit D|200|1.0|3204.0|3204.0|3204.0|PAID|Sales
INV-1673|/Date(1614556800000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1662|/Date(1614556800000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1682|/Date(1614556800000+0000)/|Unit C|Electricity Unit C|200|1.0|6884.0|6884.0|6884.0|PAID|Sales
INV-1661|/Date(1613433600000+0000)/|Unit C|Water Unit C|200|1.0|1760.0|1760.0|1760.0|PAID|Sales
INV-1663|/Date(1614556800000+0000)/|Unit C|Rent Unit C|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-1672|/Date(1614556800000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1634|/Date(1612137600000+0000)/|Unit E|Water Unit E|200|1.0|1320.0|1320.0|1320.0|PAID|Sales
INV-1684|/Date(1614556800000+0000)/|Unit E|Electricity Unit E|200|1.0|7562.0|7562.0|7562.0|PAID|Sales
INV-1669|/Date(1614556800000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1665|/Date(1614556800000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1664|/Date(1614556800000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-1674|/Date(1614556800000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1685|/Date(1614556800000+0000)/|Unit F|Electricity Unit F|200|1.0|1708.0|1708.0|1708.0|PAID|Sales
INV-1650|/Date(1612137600000+0000)/|Unit F|Water Unit F|200|1.0|2127.0|2127.0|2127.0|PAID|Sales
INV-1647|/Date(1612137600000+0000)/|Unit A|Water Unit A|200|1.0|1467.0|1467.0|1467.0|PAID|Sales
INV-1667|/Date(1614556800000+0000)/|Unit A|Rent Unit A|200|1.0|17120.0|17120.0|17120.0|PAID|Sales
INV-1666|/Date(1614556800000+0000)/|Unit A|Electricity Unit A|200|1.0|3366.0|3366.0|3366.0|PAID|Sales
INV-1670|/Date(1614556800000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1689|/Date(1614556800000+0000)/|Unit G|Electricity Unit G|200|1.0|414.0|414.0|414.0|PAID|Sales
INV-1680|/Date(1614556800000+0000)/|Unit F|Water Unit F|200|1.0|1587.0|1587.0|1587.0|PAID|Sales
INV-1633|/Date(1612137600000+0000)/|Unit B|Water Unit B|200|1.0|513.0|513.0|513.0|PAID|Sales
INV-1681|/Date(1614556800000+0000)/|Unit B|Electricity Unit B|200|1.0|5115.0|5115.0|5115.0|PAID|Sales
INV-1676|/Date(1614556800000+0000)/|Unit B|Water Unit B|200|1.0|621.0|621.0|621.0|PAID|Sales
INV-1671|/Date(1614556800000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1668|/Date(1614556800000+0000)/|Unit B|Rent Unit B|200|1.0|24000.0|24000.0|24000.0|PAID|Sales
INV-1714|/Date(1617235200000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1701|/Date(1617235200000+0000)/|Unit D|Electricity Unit D|200|1.0|2936.0|2936.0|2936.0|PAID|Sales
INV-1690|/Date(1617235200000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1700|/Date(1617235200000+0000)/|Unit C|Electricity Unit C|200|1.0|6324.0|6324.0|6324.0|PAID|Sales
INV-1677|/Date(1614556800000+0000)/|Unit C|Water Unit C|200|1.0|1311.0|1311.0|1311.0|PAID|Sales
INV-1679|/Date(1614556800000+0000)/|Unit E|Water Unit E|200|1.0|966.0|966.0|966.0|PAID|Sales
INV-1702|/Date(1617235200000+0000)/|Unit E|Electricity Unit E|200|1.0|7374.0|7374.0|7374.0|PAID|Sales
INV-1678|/Date(1614556800000+0000)/|Unit D|Water Unit D|200|1.0|828.0|828.0|828.0|PAID|Sales
INV-1707|/Date(1617235200000+0000)/|Unit G|Electricity Unit G|200|1.0|294.0|294.0|294.0|PAID|Sales
INV-1706|/Date(1617235200000+0000)/|Unit G|Water Unit G|200|1.0|138.0|138.0|138.0|PAID|Sales
INV-1705|/Date(1617235200000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID|Sales
INV-1704|/Date(1617235200000+0000)/|Unit G|Rent Unit G|200|1.0|3500.0|3500.0|3500.0|PAID|Sales
INV-1693|/Date(1617235200000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1710|/Date(1617235200000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID|Sales
INV-1675|/Date(1614556800000+0000)/|Unit A|Water Unit A|200|1.0|1104.0|1104.0|1104.0|PAID|Sales
INV-1711|/Date(1617235200000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1708|/Date(1617235200000+0000)/|Unit A|Rent Unit A|200|1.0|17120.0|17120.0|17120.0|PAID|Sales
INV-1698|/Date(1617235200000+0000)/|Unit A|Electricity Unit A|200|1.0|3368.0|3368.0|3368.0|PAID|Sales
INV-1715|/Date(1617235200000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1703|/Date(1617235200000+0000)/|Unit F|Electricity Unit F|200|1.0|1689.0|1689.0|1689.0|PAID|Sales
INV-1692|/Date(1617235200000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID|Sales
INV-1712|/Date(1617235200000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID|Sales
INV-1709|/Date(1617235200000+0000)/|Unit B|Rent Unit B|200|1.0|24000.0|24000.0|24000.0|PAID|Sales
INV-1699|/Date(1617235200000+0000)/|Unit B|Electricity Unit B|200|1.0|5528.0|5528.0|5528.0|PAID|Sales
INV-1695|/Date(1617235200000+0000)/|Unit D|Water Unit D|200|1.0|1095.0|1095.0|1095.0|PAID|Sales
