Type|InvoiceNumber|Date|Contact|Description|AccountCode|Quantity|UnitAmount|LineAmount|InvoiceTotal|Status
Sale|INV-1748|/Date(1622505600000+0000)/|Unit B|Water Unit B|200|1.0|1602.0|1602.0|1602.0|PAID
Sale|INV-1798|/Date(1625097600000+0000)/|Unit C|Rent Unit C||1.0||||PAID
Sale|INV-1783|/Date(1625097600000+0000)/|Unit C|Water Unit C||1.0||||PAID
Sale|INV-1778|/Date(1625097600000+0000)/|Unit C|Dues Unit C||1.0||||PAID
Sale|INV-1774|/Date(1625097600000+0000)/|Unit C|Electricity Unit C||1.0||||PAID
Sale|INV-1796|/Date(1625097600000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1779|/Date(1625097600000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1788|/Date(1625097600000+0000)/|Unit D|Electricity Unit D|200|1.0|4881.0|4881.0|4881.0|PAID
Sale|INV-1797|/Date(1625097600000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1780|/Date(1625097600000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1799|/Date(1625097600000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-1790|/Date(1625097600000+0000)/|Unit F|Electricity Unit F|200|1.0|2066.0|2066.0|2066.0|PAID
Sale|INV-1773|/Date(1622505600000+0000)/|Unit G|Water Unit G|200|1.0|291.0|291.0|291.0|PAID
Sale|INV-1794|/Date(1625097600000+0000)/|Unit G|Electricity Unit G|200|1.0|394.0|394.0|394.0|PAID
Sale|INV-1792|/Date(1625097600000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID
Sale|INV-1791|/Date(1625097600000+0000)/|Unit G|Rent Unit G|200|1.0|3500.0|3500.0|3500.0|PAID
Sale|INV-1781|/Date(1625097600000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1766|/Date(1622505600000+0000)/|Unit F|Water Unit F|200|1.0|2476.0|2476.0|2476.0|PAID
Sale|INV-1789|/Date(1625097600000+0000)/|Unit E|Electricity Unit E|200|1.0|9907.0|9907.0|9907.0|PAID
Sale|INV-1749|/Date(1622505600000+0000)/|Unit E|Water Unit E|200|1.0|2257.0|2257.0|2257.0|PAID
Sale|INV-1751|/Date(1622505600000+0000)/|Unit D|Water Unit D|200|1.0|1165.0|1165.0|1165.0|PAID
Sale|INV-1795|/Date(1625097600000+0000)/|Unit A|Rent Unit A|200|1.0|17120.0|17120.0|17120.0|PAID
Sale|INV-1786|/Date(1625097600000+0000)/|Unit A|Electricity Unit A|200|1.0|5967.0|5967.0|5967.0|PAID
Sale|INV-1776|/Date(1625097600000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1764|/Date(1622505600000+0000)/|Unit A|Water Unit A|200|1.0|1456.0|1456.0|1456.0|PAID
Sale|INV-1800|/Date(1625097600000+0000)/|Unit B|Water Unit B|200|1.0|1214.0|1214.0|1214.0|PAID
Sale|INV-1787|/Date(1625097600000+0000)/|Unit B|Electricity Unit B|200|1.0|13040.0|13040.0|13040.0|PAID
Sale|INV-1777|/Date(1625097600000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1775|/Date(1625097600000+0000)/|Unit B|Rent Unit B|200|1.0|24000.0|24000.0|24000.0|PAID
Sale|INV-1822|/Date(1627776000000+0000)/|Unit A|Rent Unit A|200|1.0|17120.0|17120.0|17120.0|PAID
Sale|INV-1826|/Date(1627776000000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1824|/Date(1627776000000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1801|/Date(1625097600000+0000)/|Unit E|Water Unit E|200|1.0|3068.0|3068.0|3068.0|PAID
Sale|INV-1793|/Date(1625097600000+0000)/|Unit G|Water Unit G|200|1.0|356.0|356.0|356.0|PAID
Sale|INV-1785|/Date(1625097600000+0000)/|Unit F|Water Unit F|200|1.0|2069.0|2069.0|2069.0|PAID
Sale|INV-1782|/Date(1625097600000+0000)/|Unit A|Water Unit A|200|1.0|643.0|643.0|643.0|PAID
Sale|INV-1784|/Date(1625097600000+0000)/|Unit D|Water Unit D|200|1.0|999.0|999.0|999.0|PAID
Sale|INV-1829|/Date(1627776000000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1813|/Date(1627776000000+0000)/|Unit D|Electricity Unit D|200|1.0|3646.0|3646.0|3646.0|PAID
Sale|INV-1828|/Date(1627776000000+0000)/|Unit C|Dues Unit C||1.0||||PAID
Sale|INV-1820|/Date(1627776000000+0000)/|Unit C|Rent Unit C||1.0||||PAID
Sale|INV-1812|/Date(1627776000000+0000)/|Unit C|Electricity Unit C||1.0||||PAID
Sale|INV-1810|/Date(1627776000000+0000)/|Unit A|Electricity Unit A||1.0||||PAID
Sale|INV-1806|/Date(1627776000000+0000)/|Unit A|Water Unit A||1.0||||PAID
Sale|INV-1807|/Date(1627776000000+0000)/|Unit C|Water Unit C||1.0||||PAID
Sale|INV-1825|/Date(1627776000000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1814|/Date(1627776000000+0000)/|Unit E|Electricity Unit E|200|1.0|7313.0|7313.0|7313.0|PAID
Sale|INV-1803|/Date(1627776000000+0000)/|Unit E|Water Unit E|200|1.0|1373.0|1373.0|1373.0|PAID
Sale|INV-1804|/Date(1627776000000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1808|/Date(1627776000000+0000)/|Unit D|Water Unit D|200|1.0|1098.0|1098.0|1098.0|PAID
Sale|INV-1821|/Date(1627776000000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-1815|/Date(1627776000000+0000)/|Unit F|Electricity Unit F|200|1.0|1694.0|1694.0|1694.0|PAID
Sale|INV-1809|/Date(1627776000000+0000)/|Unit F|Water Unit F|200|1.0|3131.0|3131.0|3131.0|PAID
Sale|INV-1805|/Date(1627776000000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1816|/Date(1627776000000+0000)/|Unit G|Rent Unit G|200|1.0|3500.0|3500.0|3500.0|PAID
Sale|INV-1819|/Date(1627776000000+0000)/|Unit G|Electricity Unit G|200|1.0|361.0|361.0|361.0|PAID
Sale|INV-1818|/Date(1627776000000+0000)/|Unit G|Water Unit G|200|1.0|275.0|275.0|275.0|PAID
Sale|INV-1817|/Date(1627776000000+0000)/|Unit G|Dues Unit G|200|1.0|500.0|500.0|500.0|PAID
Sale|INV-1811|/Date(1627776000000+0000)/|Unit B|Electricity Unit B|200|1.0|9906.0|9906.0|9906.0|PAID
Sale|INV-1827|/Date(1627776000000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1823|/Date(1627776000000+0000)/|Unit B|Rent Unit B|200|1.0|24000.0|24000.0|24000.0|PAID
Sale|INV-1802|/Date(1627776000000+0000)/|Unit B|Water Unit B|200|1.0|755.0|755.0|755.0|PAID
Sale|INV-1858|/Date(1630713600000+0000)/|payment to owner|On july 5 there are INV and EC for salaries admin and caretaker to the amount of 9000, 9000, 14000, and 14000. This invoice is to reverse the INV for 9000 and 14000|200|1.0|23000.0|23000.0|23000.0|PAID
Sale|INV-1845|/Date(1630454400000+0000)/|Unit A|Water Unit A||1.0||||PAID
Sale|INV-1839|/Date(1630454400000+0000)/|Unit A|Electricity Unit A||1.0||||PAID
Sale|INV-1853|/Date(1630454400000+0000)/|Unit C|Rent Unit C||1.0||||PAID
Sale|INV-1849|/Date(1630454400000+0000)/|Unit C|Dues Unit C||1.0||||PAID
Sale|INV-1843|/Date(1630454400000+0000)/|Unit C|Water Unit C||1.0||||PAID
Sale|INV-1837|/Date(1630454400000+0000)/|Unit C|Electricity Unit C||1.0||||PAID
Sale|INV-1856|/Date(1630454400000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1848|/Date(1630454400000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1836|/Date(1630454400000+0000)/|Unit D|Electricity Unit D|200|1.0|4501.0|4501.0|4501.0|PAID
Sale|INV-1847|/Date(1630454400000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1841|/Date(1630454400000+0000)/|Unit E|Water Unit E|200|1.0|1320.0|1320.0|1320.0|PAID
Sale|INV-1855|/Date(1630454400000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1851|/Date(1630454400000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1857|/Date(1630454400000+0000)/|Unit A|Rent Unit A|200|1.0|17120.0|17120.0|17120.0|PAID
Sale|INV-1833|/Date(1630454400000+0000)/|Unit G|Rent Unit G||1.0||||PAID
Sale|INV-1832|/Date(1630454400000+0000)/|Unit G|Dues Unit G||1.0||||PAID
Sale|INV-1831|/Date(1630454400000+0000)/|Unit G|Water Unit G|200|1.0|198.0|198.0|198.0|PAID
Sale|INV-1830|/Date(1630454400000+0000)/|Unit G|Electricity Unit G|200|1.0|343.0|343.0|343.0|PAID
Sale|INV-1852|/Date(1630454400000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-1840|/Date(1630454400000+0000)/|Unit F|Water Unit F|200|1.0|1386.0|1386.0|1386.0|PAID
Sale|INV-1846|/Date(1630454400000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1834|/Date(1630454400000+0000)/|Unit F|Electricity Unit F|200|1.0|1886.0|1886.0|1886.0|PAID
Sale|INV-1835|/Date(1630454400000+0000)/|Unit E|Electricity Unit E|200|1.0|8388.0|8388.0|8388.0|PAID
Sale|INV-1854|/Date(1630454400000+0000)/|Unit B|Rent Unit B|200|1.0|24000.0|24000.0|24000.0|PAID
Sale|INV-1850|/Date(1630454400000+0000)/|Unit B|Dues Unit B|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1844|/Date(1630454400000+0000)/|Unit B|Water Unit B|200|1.0|792.0|792.0|792.0|PAID
Sale|INV-1838|/Date(1630454400000+0000)/|Unit B|Electricity Unit B|200|1.0|8888.0|8888.0|8888.0|PAID
Sale|INV-1866|/Date(1633046400000+0000)/|Unit C|Electricity Unit C||1.0||||PAID
Sale|INV-1882|/Date(1633046400000+0000)/|Unit C|Rent Unit C||1.0||||PAID
Sale|INV-1878|/Date(1633046400000+0000)/|Unit C|Dues Unit C||1.0||||PAID
Sale|INV-1872|/Date(1633046400000+0000)/|Unit C|Water Unit C||1.0||||PAID
Sale|INV-1862|/Date(1633046400000+0000)/|Unit G|Rent Unit G||1.0||||PAID
Sale|INV-1861|/Date(1633046400000+0000)/|Unit G|Dues Unit G||1.0||||PAID
Sale|INV-1860|/Date(1633046400000+0000)/|Unit G|Water Unit G||1.0||||PAID
Sale|INV-1859|/Date(1633046400000+0000)/|Unit G|Electricity Unit G||1.0||||PAID
Sale|INV-1842|/Date(1630454400000+0000)/|Unit D|Water Unit D|200|1.0|990.0|990.0|990.0|PAID
Sale|INV-1884|/Date(1633046400000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1877|/Date(1633046400000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1865|/Date(1633046400000+0000)/|Unit D|Electricity Unit D|200|1.0|3993.0|3993.0|3993.0|PAID
Sale|INV-1874|/Date(1633046400000+0000)/|Unit A|Water Unit A||1.0||||PAID
Sale|INV-1886|/Date(1633046400000+0000)/|Unit A|Rent Unit A|200|1.0|17120.0|17120.0|17120.0|PAID
Sale|INV-1880|/Date(1633046400000+0000)/|Unit A|Dues Unit A|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1881|/Date(1633046400000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-1869|/Date(1633046400000+0000)/|Unit F|Water Unit F|200|1.0|1386.0|1386.0|1386.0|PAID
Sale|INV-1875|/Date(1633046400000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1863|/Date(1633046400000+0000)/|Unit F|Electricity Unit F|200|1.0|2133.0|2133.0|2133.0|PAID
Sale|INV-1870|/Date(1633046400000+0000)/|Unit E|Water Unit E|200|1.0|1320.0|1320.0|1320.0|PAID
Sale|INV-1864|/Date(1633046400000+0000)/|Unit E|Electricity Unit E|200|1.0|7966.0|7966.0|7966.0|PAID
Sale|INV-1876|/Date(1633046400000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1883|/Date(1633046400000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1868|/Date(1633046400000+0000)/|Unit A|Electricity Unit A|200|1.0|157.0|157.0|157.0|PAID
Sale|INV-1914|/Date(1635724800000+0000)/|Unit G|Electricity Unit G||1.0||||PAID
Sale|INV-1913|/Date(1635724800000+0000)/|Unit G|Water Unit G||1.0||||PAID
Sale|INV-1912|/Date(1635724800000+0000)/|Unit G|Dues Unit G||1.0||||PAID
Sale|INV-1911|/Date(1635724800000+0000)/|Unit G|Rent Unit G||1.0||||PAID
Sale|INV-1907|/Date(1635724800000+0000)/|Unit C|Electricity Unit C||1.0||||PAID
Sale|INV-1901|/Date(1635724800000+0000)/|Unit C|Water Unit C||1.0||||PAID
Sale|INV-1895|/Date(1635724800000+0000)/|Unit C|Dues Unit C||1.0||||PAID
Sale|INV-1891|/Date(1635724800000+0000)/|Unit C|Rent Unit C||1.0||||PAID
Sale|INV-1915|/Date(1636416000000+0000)/|Contract of Unit C|1month advance 2months deposit|200|3.0|20000.0|60000.0|60000.0|PAID
Sale|INV-1873|/Date(1633046400000+0000)/|Unit B|Water Unit B|200|1.0|792.0|792.0|792.0|PAID
Sale|INV-1867|/Date(1633046400000+0000)/|Unit B|Electricity Unit B|200|1.0|7409.0|7409.0|7409.0|PAID
Sale|INV-1871|/Date(1633046400000+0000)/|Unit D|Water Unit D|200|1.0|990.0|990.0|990.0|PAID
Sale|INV-1908|/Date(1635724800000+0000)/|Unit D|Electricity Unit D|200|1.0|3563.0|3563.0|3563.0|PAID
Sale|INV-1909|/Date(1635724800000+0000)/|Unit E|Electricity Unit E|200|1.0|8526.0|8526.0|8526.0|PAID
Sale|INV-1890|/Date(1635724800000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1906|/Date(1635724800000+0000)/|Unit B|Electricity Unit B|200|1.0|7682.0|7682.0|7682.0|PAID
Sale|INV-1889|/Date(1635724800000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1916|/Date(1636934400000+0000)/|Unit G|Dues Unit G|200|2.0|3500.0|7000.0|7000.0|PAID
Sale|INV-1896|/Date(1635724800000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1892|/Date(1635724800000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-1898|/Date(1635724800000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1910|/Date(1635724800000+0000)/|Unit F|Electricity Unit F|200|1.0|1965.0|1965.0|1965.0|PAID
Sale|INV-1904|/Date(1635724800000+0000)/|Unit F|Water Unit F|200|1.0|1360.0|1360.0|1360.0|PAID
Sale|INV-1900|/Date(1635724800000+0000)/|Unit B|Water Unit B|200|1.0|476.0|476.0|476.0|PAID
Sale|INV-1879|/Date(1633046400000+0000)/|Unit B|Dues Unit B||1.0||||PAID
Sale|INV-1885|/Date(1633046400000+0000)/|Unit B|Rent Unit B||1.0||||PAID
Sale|INV-1894|/Date(1635724800000+0000)/|Unit B|Dues Unit B||1.0||||PAID
Sale|INV-1888|/Date(1635724800000+0000)/|Unit B|Rent Unit B||1.0||||PAID
Sale|INV-1887|/Date(1635724800000+0000)/|Unit A|Rent Unit A||1.0||||PAID
Sale|INV-1893|/Date(1635724800000+0000)/|Unit A|Dues Unit A||1.0||||PAID
Sale|INV-1944|/Date(1638316800000+0000)/|Unit A|Rent Unit A||1.0||||PAID
Sale|INV-1943|/Date(1638316800000+0000)/|Unit B|Rent Unit B||1.0||||PAID
Sale|INV-1939|/Date(1638316800000+0000)/|Unit A|Dues Unit A||1.0||||PAID
Sale|INV-1925|/Date(1638316800000+0000)/|Unit G|Dues Unit G||1.0||||PAID
Sale|INV-1922|/Date(1638316800000+0000)/|Unit G|Rent Unit G||1.0||||PAID
Sale|INV-1924|/Date(1638316800000+0000)/|Unit G|Water Unit G||1.0||||PAID
Sale|INV-1923|/Date(1638316800000+0000)/|Unit G|Electricity Unit G||1.0||||PAID
Sale|INV-1903|/Date(1635724800000+0000)/|Unit E|Water Unit E|200|1.0|1292.0|1292.0|1292.0|PAID
Sale|INV-1918|/Date(1638316800000+0000)/|Unit B|Dues Unit B||1.0||||PAID
Sale|INV-1902|/Date(1635724800000+0000)/|Unit D|Water Unit D|200|1.0|1156.0|1156.0|1156.0|PAID
Sale|INV-1942|/Date(1638316800000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1937|/Date(1638316800000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1928|/Date(1638316800000+0000)/|Unit D|Electricity Unit D|200|1.0|3772.0|3772.0|3772.0|PAID
Sale|INV-1929|/Date(1638316800000+0000)/|Unit B|Electricity Unit B|200|1.0|3795.0|3795.0|3795.0|PAID
Sale|INV-1905|/Date(1635724800000+0000)/|Unit A|Electricity Unit A||1.0||||PAID
Sale|INV-1899|/Date(1635724800000+0000)/|Unit A|Water Unit A||1.0||||PAID
Sale|INV-1935|/Date(1638316800000+0000)/|Unit A|Water Unit A||1.0||||PAID
Sale|INV-1920|/Date(1638316800000+0000)/|Unit A|Electricity Unit A||1.0||||PAID
Sale|INV-1897|/Date(1635724800000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1917|/Date(1638316800000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1936|/Date(1638316800000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1940|/Date(1638316800000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-1926|/Date(1638316800000+0000)/|Unit F|Electricity Unit F|200|1.0|1782.0|1782.0|1782.0|PAID
Sale|INV-1934|/Date(1638316800000+0000)/|Unit B|Water Unit B|200|1.0|408.0|408.0|408.0|PAID
Sale|INV-1930|/Date(1638316800000+0000)/|Unit F|Water Unit F|200|1.0|1224.0|1224.0|1224.0|PAID
Sale|INV-1941|/Date(1638316800000+0000)/|Unit C|Rent Unit C|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-1938|/Date(1638316800000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1921|/Date(1638316800000+0000)/|Unit C|Electricity Unit C|200|1.0|4772.0|4772.0|4772.0|PAID
Sale|INV-1931|/Date(1638316800000+0000)/|Unit E|Water Unit E|200|1.0|1292.0|1292.0|1292.0|PAID
Sale|INV-1927|/Date(1638316800000+0000)/|Unit E|Electricity Unit E|200|1.0|9223.0|9223.0|9223.0|PAID
Sale|INV-1971|/Date(1640995200000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1948|/Date(1640995200000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1932|/Date(1638316800000+0000)/|Unit D|Water Unit D|200|1.0|952.0|952.0|952.0|PAID
Sale|INV-1957|/Date(1640995200000+0000)/|Unit D|Electricity Unit D|200|1.0|2960.0|2960.0|2960.0|PAID
Sale|INV-1963|/Date(1640995200000+0000)/|Unit B|Water Unit B||1.0||||PAID
Sale|INV-1968|/Date(1640995200000+0000)/|Unit A|Dues Unit A||1.0||||PAID
Sale|INV-1964|/Date(1640995200000+0000)/|Unit A|Water Unit A||1.0||||PAID
Sale|INV-1959|/Date(1640995200000+0000)/|Unit A|Electricity Unit A||1.0||||PAID
Sale|INV-1958|/Date(1640995200000+0000)/|Unit B|Electricity Unit B||1.0||||PAID
Sale|INV-1947|/Date(1640995200000+0000)/|Unit B|Dues Unit B||1.0||||PAID
Sale|INV-1946|/Date(1640995200000+0000)/|Unit B|Rent Unit B||1.0||||PAID
Sale|INV-1954|/Date(1640995200000+0000)/|Unit G|Rent Unit G||1.0||||PAID
Sale|INV-1953|/Date(1640995200000+0000)/|Unit G|Dues Unit G||1.0||||PAID
Sale|INV-1952|/Date(1640995200000+0000)/|Unit G|Water Unit G||1.0||||PAID
Sale|INV-1951|/Date(1640995200000+0000)/|Unit G|Electricity Unit G||1.0||||PAID
Sale|INV-1945|/Date(1640995200000+0000)/|Unit A|Rent Unit A||1.0||||PAID
Sale|INV-1969|/Date(1640995200000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-1965|/Date(1640995200000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1955|/Date(1640995200000+0000)/|Unit F|Electricity Unit F|200|1.0|1563.0|1563.0|1563.0|PAID
Sale|INV-1960|/Date(1640995200000+0000)/|Unit F|Water Unit F|200|1.0|1564.0|1564.0|1564.0|PAID
Sale|INV-1933|/Date(1638316800000+0000)/|Unit C|Water Unit C|200|1.0|1360.0|1360.0|1360.0|PAID
Sale|INV-1950|/Date(1640995200000+0000)/|Unit C|Electricity Unit C|200|1.0|4613.21|4613.21|4613.21|PAID
Sale|INV-1972|/Date(1640995200000+0000)/|Unit C|Rent Unit C|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-1967|/Date(1640995200000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1919|/Date(1638316800000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1970|/Date(1640995200000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1956|/Date(1640995200000+0000)/|Unit E|Electricity Unit E|200|1.0|7617.94|7617.94|7617.94|PAID
Sale|INV-1949|/Date(1640995200000+0000)/|Unit E|Water Unit E|200|1.0|1292.0|1292.0|1292.0|PAID
Sale|INV-1962|/Date(1640995200000+0000)/|Unit C|Water Unit C|200|1.0|1224.0|1224.0|1224.0|PAID
Sale|INV-1999|/Date(1643673600000+0000)/|Unit A|Rent Unit A||1.0||||PAID
Sale|INV-1998|/Date(1643673600000+0000)/|Unit B|Rent Unit B||1.0||||PAID
Sale|INV-1994|/Date(1643673600000+0000)/|Unit A|Dues Unit A||1.0||||PAID
Sale|INV-1993|/Date(1643673600000+0000)/|Unit B|Dues Unit B||1.0||||PAID
Sale|INV-1988|/Date(1643673600000+0000)/|Unit A|Water Unit A||1.0||||PAID
Sale|INV-1983|/Date(1643673600000+0000)/|Unit A|Electricity Unit A||1.0||||PAID
Sale|INV-1982|/Date(1643673600000+0000)/|Unit B|Electricity Unit B||1.0||||PAID
Sale|INV-1987|/Date(1643673600000+0000)/|Unit B|Water Unit B||1.0||||PAID
Sale|INV-1977|/Date(1643673600000+0000)/|Unit G|Rent Unit G||1.0||||PAID
Sale|INV-1976|/Date(1643673600000+0000)/|Unit G|Dues Unit G||1.0||||PAID
Sale|INV-1975|/Date(1643673600000+0000)/|Unit G|Water Unit G||1.0||||PAID
Sale|INV-1974|/Date(1643673600000+0000)/|Unit G|Electricity Unit G||1.0||||PAID
Sale|INV-1961|/Date(1640995200000+0000)/|Unit D|Water Unit D|200|1.0|952.0|952.0|952.0|PAID
Sale|INV-1991|/Date(1643673600000+0000)/|Unit D|Dues Unit D|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1980|/Date(1643673600000+0000)/|Unit D|Electricity Unit D|200|1.0|2766.0|2766.0|2766.0|PAID
Sale|INV-1997|/Date(1643673600000+0000)/|Unit D|Rent Unit D|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1996|/Date(1643673600000+0000)/|Unit E|Rent Unit E|200|1.0|15729.0|15729.0|15729.0|PAID
Sale|INV-1990|/Date(1643673600000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1966|/Date(1640995200000+0000)/|Unit E|Dues Unit E|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1995|/Date(1643673600000+0000)/|Unit F|Rent Unit F|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-1989|/Date(1643673600000+0000)/|Unit F|Dues Unit F|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-2000|/Date(1643673600000+0000)/|Unit C|Rent Unit C|200|1.0|19000.0|19000.0|19000.0|PAID
Sale|INV-1992|/Date(1643673600000+0000)/|Unit C|Dues Unit C|200|1.0|1000.0|1000.0|1000.0|PAID
Sale|INV-1986|/Date(1643673600000+0000)/|Unit C|Water Unit C|200|1.0|1224.0|1224.0|1224.0|PAID
Sale|INV-1981|/Date(1643673600000+0000)/|Unit C|Electricity Unit C|200|1.0|3978.0|3978.0|3978.0|PAID
Sale|INV-1979|/Date(1643673600000+0000)/|Unit E|Electricity Unit E|200|1.0|7570.74|7570.74|7570.74|PAID
Sale|INV-1973|/Date(1643673600000+0000)/|Unit E|Water Unit E|200|1.0|1292.0|1292.0|1292.0|PAID
Sale|INV-1984|/Date(1643673600000+0000)/|Unit F|Water Unit F|200|1.0|1564.0|1564.0|1564.0|PAID
Sale|INV-1978|/Date(1643673600000+0000)/|Unit F|Electricity Unit F|200|1.0|1256.0|1256.0|1256.0|PAID
Sale|INV-2002|/Date(1646092800000+0000)/|Unit G|Electricity Unit G||1.0||||PAID
Sale|INV-2028|/Date(1646092800000+0000)/|Unit A|Rent Unit A||1.0||||PAID
Sale|INV-2027|/Date(1646092800000+0000)/|Unit B|Rent Unit B||1.0||||PAID
Sale|INV-1985|/Date(1643673600000+0000)/|Unit D|Water Unit D|200|1.0|952.0|952.0|952.0|PAID
Sale|INV-2021|/Date(1646092800000+0000)/|Unit A|Dues Unit A||1.0||||PAID
Sale|INV-2023|/Date(1646092800000+0000)/|Unit B|Dues Unit B||1.0||||PAID
Sale|INV-2016|/Date(1646092800000+0000)/|Unit A|Water Unit A||1.0||||PAID
Sale|INV-2015|/Date(1646092800000+0000)/|Unit B|Water Unit B||1.0||||PAID
Sale|INV-2014|/Date(1646092800000+0000)/|Unit C|Water Unit C||1.0||||PAID
Sale|INV-2011|/Date(1646092800000+0000)/|Unit A|Electricity Unit A||1.0||||PAID
Sale|INV-2010|/Date(1646092800000+0000)/|Unit B|Electricity Unit B||1.0||||PAID
